Project,Package,Module,Class,Smell,Method,Line no,File,Description
dataset,dataset.maltrail.core,colorized,ColorizedStream,Long statement,write,28,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/colorized.py,A line with 134 chars in write exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,colorized,ColorizedStream,Long statement,write,34,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/colorized.py,A line with 177 chars in write exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,colorized,ColorizedStream,Long statement,write,36,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/colorized.py,A line with 173 chars in write exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,colorized,ColorizedStream,Long statement,write,37,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/colorized.py,A line with 183 chars in write exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,log,,Complex method,get_event_log_handle,52 - 81,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,"Method 'get_event_log_handle' has a cyclomatic complexity of 7, exceeding the max of 6."
dataset,dataset.maltrail.core,log,,Complex method,flush_condensed_events,100 - 132,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,"Method 'flush_condensed_events' has a cyclomatic complexity of 12, exceeding the max of 6."
dataset,dataset.maltrail.core,log,,Complex method,log_event,134 - 226,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,"Method 'log_event' has a cyclomatic complexity of 28, exceeding the max of 6."
dataset,dataset.maltrail.core,log,,Complex method,start_logd,242 - 291,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,"Method 'start_logd' has a cyclomatic complexity of 11, exceeding the max of 6."
dataset,dataset.maltrail.core,log,,Empty catch block,get_event_log_handle,69,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,Empty catch block found in get_event_log_handle.
dataset,dataset.maltrail.core,log,,Long method,log_event,134 - 226,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,Method 'log_event' is too long (91 lines).
dataset,dataset.maltrail.core,log,,Long statement,log_event,172,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,A line with 132 chars in log_event exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,log,,Long statement,log_event,185,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,A line with 137 chars in log_event exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,log,,Long statement,log_event,206,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,A line with 361 chars in log_event exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,log,,Long statement,log_event,212,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,A line with 271 chars in log_event exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,log,,Long statement,start_logd,246,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,A line with 744 chars in start_logd exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,log,,Long statement,,3,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,A line with 136 chars in log exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,log,,Magic number,log_event,185,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,Magic number 4 used in log_event.
dataset,dataset.maltrail.core,log,,Magic number,start_logd,278,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/log.py,Magic number 4 used in start_logd.
dataset,dataset.maltrail.core,update,,Complex conditional,update_trails,108,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,"A conditional in update_trails has 6 conditions, more than the recommended maximum 3 conditions."
dataset,dataset.maltrail.core,update,,Complex conditional,update_trails,311,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,"A conditional in update_trails has 4 conditions, more than the recommended maximum 3 conditions."
dataset,dataset.maltrail.core,update,,Complex conditional,update_trails,164,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,"A conditional in update_trails has 6 conditions, more than the recommended maximum 3 conditions."
dataset,dataset.maltrail.core,update,,Complex conditional,update_ipcat,349,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,"A conditional in update_ipcat has 5 conditions, more than the recommended maximum 3 conditions."
dataset,dataset.maltrail.core,update,,Complex method,update_trails,70 - 338,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,"Method 'update_trails' has a cyclomatic complexity of 99, exceeding the max of 6."
dataset,dataset.maltrail.core,update,,Complex method,update_ipcat,340 - 381,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,"Method 'update_ipcat' has a cyclomatic complexity of 11, exceeding the max of 6."
dataset,dataset.maltrail.core,update,,Complex method,main,383 - 423,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,"Method 'main' has a cyclomatic complexity of 16, exceeding the max of 6."
dataset,dataset.maltrail.core,update,,Empty catch block,update_trails,174,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,Empty catch block found in update_trails.
dataset,dataset.maltrail.core,update,,Empty catch block,update_trails,247,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,Empty catch block found in update_trails.
dataset,dataset.maltrail.core,update,,Long method,update_trails,70 - 338,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,Method 'update_trails' is too long (263 lines).
dataset,dataset.maltrail.core,update,,Long statement,update_trails,133,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,A line with 155 chars in update_trails exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,update,,Long statement,main,411,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,A line with 134 chars in main exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,update,,Long statement,,3,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,A line with 136 chars in update exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,update,,Magic number,update_trails,90,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,Magic number 2 used in update_trails.
dataset,dataset.maltrail.core,update,,Magic number,update_trails,216,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,Magic number 32 used in update_trails.
dataset,dataset.maltrail.core,update,,Magic number,update_trails,220,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,Magic number 1024 used in update_trails.
dataset,dataset.maltrail.core,update,,Magic number,update_trails,219,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,Magic number 32 used in update_trails.
dataset,dataset.maltrail.core,update,,Magic number,update_ipcat,349,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,Magic number 3600 used in update_ipcat.
dataset,dataset.maltrail.core,update,,Magic number,update_ipcat,349,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,Magic number 24 used in update_ipcat.
dataset,dataset.maltrail.core,update,,Magic number,main,406,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/update.py,Magic number 2 used in main.
dataset,dataset.maltrail.core,common,,Complex method,retrieve_content,44 - 72,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,"Method 'retrieve_content' has a cyclomatic complexity of 11, exceeding the max of 6."
dataset,dataset.maltrail.core,common,,Complex method,ipcat_lookup,74 - 109,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,"Method 'ipcat_lookup' has a cyclomatic complexity of 9, exceeding the max of 6."
dataset,dataset.maltrail.core,common,,Complex method,get_regex,176 - 221,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,"Method 'get_regex' has a cyclomatic complexity of 11, exceeding the max of 6."
dataset,dataset.maltrail.core,common,,Complex method,load_trails,241 - 268,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,"Method 'load_trails' has a cyclomatic complexity of 10, exceeding the max of 6."
dataset,dataset.maltrail.core,common,,Complex method,get_ex_message,284 - 300,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,"Method 'get_ex_message' has a cyclomatic complexity of 7, exceeding the max of 6."
dataset,dataset.maltrail.core,common,,Empty catch block,worst_asns,120,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,Empty catch block found in worst_asns.
dataset,dataset.maltrail.core,common,,Empty catch block,cdn_ip,134,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,Empty catch block found in cdn_ip.
dataset,dataset.maltrail.core,common,,Empty catch block,bogon_ip,148,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,Empty catch block found in bogon_ip.
dataset,dataset.maltrail.core,common,,Empty catch block,check_whitelisted,236,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,Empty catch block found in check_whitelisted.
dataset,dataset.maltrail.core,common,,Empty catch block,load_trails,264,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,Empty catch block found in load_trails.
dataset,dataset.maltrail.core,common,,Empty catch block,get_text,276,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,Empty catch block found in get_text.
dataset,dataset.maltrail.core,common,,Long statement,retrieve_content,50,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,A line with 214 chars in retrieve_content exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,common,,Long statement,get_regex,217,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,A line with 192 chars in get_regex exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,common,,Long statement,,3,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,A line with 136 chars in common exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,common,,Magic number,load_trails,252,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/common.py,Magic number 3 used in load_trails.
dataset,dataset.maltrail.trails.feeds,badips,,Long statement,,3,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/trails/feeds/badips.py,A line with 136 chars in badips exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.trails.feeds,torproject,,Long statement,,3,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/trails/feeds/torproject.py,A line with 136 chars in torproject exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.trails.feeds,dataplane,,Complex conditional,fetch,22,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/trails/feeds/dataplane.py,"A conditional in fetch has 4 conditions, more than the recommended maximum 3 conditions."
dataset,dataset.maltrail.trails.feeds,alienvault,,Long lambda function,fetch,31,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/trails/feeds/alienvault.py,A Lambda with 131 chars in fetch exceeds the maximum length of 80 characters.
dataset,dataset.maltrail.trails.feeds,alienvault,,Long statement,fetch,31,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/trails/feeds/alienvault.py,A line with 211 chars in fetch exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.trails.feeds,alienvault,,Long statement,,3,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/trails/feeds/alienvault.py,A line with 136 chars in alienvault exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.trails.feeds,alienvault,,Missing default,handle_reason,15,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/trails/feeds/alienvault.py,Missing default case in handle_reason.
